search_func,size,hit,times
Binary,100000,HIT,3.210012800991535e-05
Binary,100000,HIT,3.190012648701668e-05
Binary,100000,HIT,3.229989670217037e-05
Binary,100000,HIT,3.200001083314419e-05
Binary,100000,HIT,3.200001083314419e-05
Binary,100000,HIT,3.229989670217037e-05
Binary,500000,HIT,3.929995000362396e-05
Binary,500000,HIT,3.2499898225069046e-05
Binary,500000,HIT,3.2400013878941536e-05
Binary,500000,HIT,3.2300129532814026e-05
Binary,500000,HIT,3.2400013878941536e-05
Binary,500000,HIT,3.210012800991535e-05
Binary,500000,HIT,3.220001235604286e-05
Binary,500000,HIT,3.20998951792717e-05
Binary,500000,HIT,3.1700124964118004e-05
Binary,500000,HIT,3.1700124964118004e-05
Binary,10,MISS,3.460003063082695e-05
Binary,10,MISS,2.559996210038662e-05
Binary,10,MISS,2.5300076231360435e-05
Binary,10,MISS,2.529984340071678e-05
Binary,10,MISS,2.519995905458927e-05
Binary,10,MISS,2.5600194931030273e-05
Binary,10,MISS,2.559996210038662e-05
Binary,10,MISS,2.5799963623285294e-05
Binary,10,MISS,2.550007775425911e-05
Binary,10,MISS,2.5399960577487946e-05
Binary,50,MISS,4.009995609521866e-05
Binary,50,MISS,2.7499860152602196e-05
Binary,50,MISS,2.6999972760677338e-05
Binary,50,MISS,2.6900088414549828e-05
Binary,50,MISS,2.650008536875248e-05
Binary,50,MISS,2.6300083845853806e-05
Binary,50,MISS,2.619996666908264e-05
Binary,50,MISS,2.6799971237778664e-05
Binary,50,MISS,2.650008536875248e-05
Binary,50,MISS,2.6099849492311478e-05
Binary,100,MISS,3.260001540184021e-05
Binary,100,MISS,2.6399968191981316e-05
Binary,100,MISS,2.6600202545523643e-05
Binary,100,MISS,2.6099849492311478e-05
Binary,100,MISS,2.6300083845853806e-05
Binary,100,MISS,2.6499852538108826e-05
Binary,100,MISS,2.6800204068422318e-05
Binary,100,MISS,2.6399968191981316e-05
Binary,100,MISS,2.5999965146183968e-05
Binary,100,MISS,2.6399968191981316e-05
Binary,500,MISS,3.6499928683042526e-05
Binary,500,MISS,2.7999980375170708e-05
Binary,500,MISS,2.7299858629703522e-05
Binary,500,MISS,2.6799971237778664e-05
Binary,500,MISS,2.6900088414549828e-05
Binary,500,MISS,2.7099857106804848e-05
Binary,500,MISS,2.7299858629703522e-05
Binary,500,MISS,2.7099857106804848e-05
Binary,500,MISS,2.71000899374485e-05
Binary,500,MISS,2.71000899374485e-05
Binary,1000,MISS,4.42001037299633e-05
Binary,1000,MISS,2.9099872335791588e-05
Binary,1000,MISS,2.8499867767095566e-05
Binary,1000,MISS,2.7799978852272034e-05
Binary,1000,MISS,2.7900096029043198e-05
Binary,1000,MISS,2.7999980375170708e-05
Binary,1000,MISS,2.759997732937336e-05
Binary,1000,MISS,2.7900096029043198e-05
Binary,1000,MISS,0.00022309995256364346
Binary,1000,MISS,3.290013410151005e-05
Binary,5000,MISS,3.9700185880064964e-05
Binary,5000,MISS,2.9199989512562752e-05
Binary,5000,MISS,2.8900103643536568e-05
Binary,5000,MISS,2.8999987989664078e-05
Binary,5000,MISS,2.8899870812892914e-05
Binary,5000,MISS,2.8199981898069382e-05
Binary,5000,MISS,2.859998494386673e-05
Binary,5000,MISS,2.8799986466765404e-05
Binary,5000,MISS,2.9199989512562752e-05
Binary,5000,MISS,2.869986928999424e-05
Binary,10000,MISS,3.9400067180395126e-05
Binary,10000,MISS,3.0399998649954796e-05
Binary,10000,MISS,3.0100112780928612e-05
Binary,10000,MISS,2.95999925583601e-05
Binary,10000,MISS,4.540011286735535e-05
Binary,10000,MISS,6.470014341175556e-05
Binary,10000,MISS,3.1400006264448166e-05
Binary,10000,MISS,3.1899893656373024e-05
Binary,10000,MISS,2.9899878427386284e-05
Binary,10000,MISS,2.95999925583601e-05
Binary,50000,MISS,3.6899931728839874e-05
Binary,50000,MISS,3.0399998649954796e-05
Binary,50000,MISS,3.0499882996082306e-05
Binary,50000,MISS,3.0100112780928612e-05
Binary,50000,MISS,3.0199997127056122e-05
Binary,50000,MISS,2.9999995604157448e-05
Binary,50000,MISS,2.969987690448761e-05
Binary,50000,MISS,3.069988451898098e-05
Binary,50000,MISS,3.0099879950284958e-05
Binary,50000,MISS,3.0199997127056122e-05
Binary,100000,MISS,3.829994238913059e-05
Binary,100000,MISS,3.090011887252331e-05
Binary,100000,MISS,3.150012344121933e-05
Binary,100000,MISS,3.110012039542198e-05
Binary,100000,MISS,3.0700117349624634e-05
Binary,100000,MISS,3.0800001695752144e-05
Binary,100000,MISS,3.0399998649954796e-05
Binary,100000,MISS,3.060000017285347e-05
Binary,100000,MISS,3.0499882996082306e-05
Binary,100000,MISS,3.090011887252331e-05
Binary,500000,MISS,3.769993782043457e-05
Binary,500000,MISS,3.1800009310245514e-05
Binary,500000,MISS,3.179977647960186e-05
Binary,500000,MISS,3.1299889087677e-05
Binary,500000,MISS,3.160000778734684e-05
Binary,500000,MISS,3.1400006264448166e-05
Binary,500000,MISS,3.160000778734684e-05
Binary,500000,MISS,3.1400006264448166e-05
Binary,500000,MISS,3.160000778734684e-05
Binary,500000,MISS,3.150012344121933e-05
Hashmap,10,HIT,3.469991497695446e-05
Hashmap,10,HIT,2.9100105166435242e-05
Hashmap,10,HIT,2.850010059773922e-05
Hashmap,10,HIT,2.8299866244196892e-05
Hashmap,10,HIT,2.8899870812892914e-05
Hashmap,10,HIT,2.8399983420968056e-05
Hashmap,10,HIT,2.769986167550087e-05
Hashmap,10,HIT,2.850010059773922e-05
Hashmap,10,HIT,2.7999980375170708e-05
Hashmap,10,HIT,2.869986928999424e-05
Hashmap,50,HIT,3.829994238913059e-05
Hashmap,50,HIT,2.8700102120637894e-05
Hashmap,50,HIT,2.8399983420968056e-05
Hashmap,50,HIT,2.810009755194187e-05
Hashmap,50,HIT,2.8199981898069382e-05
Hashmap,50,HIT,2.7900096029043198e-05
Hashmap,50,HIT,2.7799978852272034e-05
Hashmap,50,HIT,2.7900096029043198e-05
Hashmap,50,HIT,2.7999980375170708e-05
Hashmap,50,HIT,2.7900096029043198e-05
Hashmap,100,HIT,3.5899924114346504e-05
Hashmap,100,HIT,2.759997732937336e-05
Hashmap,100,HIT,2.719997428357601e-05
Hashmap,100,HIT,2.6700086891651154e-05
Hashmap,100,HIT,2.6799971237778664e-05
Hashmap,100,HIT,2.71000899374485e-05
Hashmap,100,HIT,2.659996971487999e-05
Hashmap,100,HIT,0.00025880010798573494
Hashmap,100,HIT,2.8899870812892914e-05
Hashmap,100,HIT,2.8299866244196892e-05
Hashmap,500,HIT,3.809994086623192e-05
Hashmap,500,HIT,2.8399983420968056e-05
Hashmap,500,HIT,2.8199981898069382e-05
Hashmap,500,HIT,2.7299858629703522e-05
Hashmap,500,HIT,2.7499860152602196e-05
Hashmap,500,HIT,2.740020863711834e-05
Hashmap,500,HIT,2.7899863198399544e-05
Hashmap,500,HIT,2.769986167550087e-05
Hashmap,500,HIT,2.7300091460347176e-05
Hashmap,500,HIT,2.750009298324585e-05
Hashmap,1000,HIT,3.709993325173855e-05
Hashmap,1000,HIT,2.800021320581436e-05
Hashmap,1000,HIT,2.7900096029043198e-05
Hashmap,1000,HIT,2.7899863198399544e-05
Hashmap,1000,HIT,2.7700094506144524e-05
Hashmap,1000,HIT,2.7999980375170708e-05
Hashmap,1000,HIT,2.8399983420968056e-05
Hashmap,1000,HIT,2.759997732937336e-05
Hashmap,1000,HIT,2.7700094506144524e-05
Hashmap,1000,HIT,2.750009298324585e-05
Hashmap,5000,HIT,3.3800024539232254e-05
Hashmap,5000,HIT,2.8299866244196892e-05
Hashmap,5000,HIT,2.769986167550087e-05
Hashmap,5000,HIT,2.7799978852272034e-05
Hashmap,5000,HIT,2.7799978852272034e-05
Hashmap,5000,HIT,2.759997732937336e-05
Hashmap,5000,HIT,2.7799978852272034e-05
Hashmap,5000,HIT,2.7399975806474686e-05
Hashmap,5000,HIT,2.7799978852272034e-05
Hashmap,5000,HIT,2.7499860152602196e-05
Hashmap,10000,HIT,3.4999800845980644e-05
Hashmap,10000,HIT,2.859998494386673e-05
Hashmap,10000,HIT,2.869986928999424e-05
Hashmap,10000,HIT,2.7999980375170708e-05
Hashmap,10000,HIT,2.7999980375170708e-05
Hashmap,10000,HIT,2.8199981898069382e-05
Hashmap,10000,HIT,2.7799978852272034e-05
Hashmap,10000,HIT,2.750009298324585e-05
Hashmap,10000,HIT,4.5999884605407715e-05
Hashmap,10000,HIT,2.8399983420968056e-05
Hashmap,50000,HIT,3.6400044336915016e-05
Hashmap,50000,HIT,2.850010059773922e-05
Hashmap,50000,HIT,2.8499867767095566e-05
Hashmap,50000,HIT,2.7900096029043198e-05
Hashmap,50000,HIT,2.7899863198399544e-05
Hashmap,50000,HIT,2.810009755194187e-05
Hashmap,50000,HIT,2.7299858629703522e-05
Hashmap,50000,HIT,7.409998215734959e-05
Hashmap,50000,HIT,2.8600217774510384e-05
Hashmap,50000,HIT,2.7899863198399544e-05
Hashmap,100000,HIT,3.7400051951408386e-05
Hashmap,100000,HIT,2.8099864721298218e-05
Hashmap,100000,HIT,2.810009755194187e-05
Hashmap,100000,HIT,2.719997428357601e-05
Hashmap,100000,HIT,2.7999980375170708e-05
Hashmap,100000,HIT,2.759997732937336e-05
Hashmap,100000,HIT,2.7200207114219666e-05
Hashmap,100000,HIT,2.759997732937336e-05
Hashmap,100000,HIT,2.769986167550087e-05
Hashmap,100000,HIT,2.759997732937336e-05
Hashmap,500000,HIT,3.5599805414676666e-05
Hashmap,500000,HIT,2.850010059773922e-05
Hashmap,500000,HIT,2.7799978852272034e-05
Hashmap,500000,HIT,2.7999980375170708e-05
Hashmap,500000,HIT,2.859998494386673e-05
Hashmap,500000,HIT,2.8199981898069382e-05
Hashmap,500000,HIT,2.7799978852272034e-05
Hashmap,500000,HIT,2.769986167550087e-05
Hashmap,500000,HIT,2.759997732937336e-05
Hashmap,500000,HIT,2.7999980375170708e-05
Hashmap,10,MISS,3.8700178265571594e-05
Hashmap,10,MISS,2.7799978852272034e-05
Hashmap,10,MISS,2.6900088414549828e-05
Hashmap,10,MISS,2.7099857106804848e-05
Hashmap,10,MISS,2.7399975806474686e-05
Hashmap,10,MISS,2.7300091460347176e-05
Hashmap,10,MISS,2.719997428357601e-05
Hashmap,10,MISS,2.7300091460347176e-05
Hashmap,10,MISS,2.719997428357601e-05
Hashmap,10,MISS,2.7499860152602196e-05
Hashmap,50,MISS,3.6400044336915016e-05
Hashmap,50,MISS,2.7999980375170708e-05
Hashmap,50,MISS,5.010003224015236e-05
Hashmap,50,MISS,2.7999980375170708e-05
Hashmap,50,MISS,2.750009298324585e-05
Hashmap,50,MISS,2.7899863198399544e-05
Hashmap,50,MISS,2.7399975806474686e-05
Hashmap,50,MISS,2.750009298324585e-05
Hashmap,50,MISS,2.6999972760677338e-05
Hashmap,50,MISS,2.750009298324585e-05
Hashmap,100,MISS,3.450014628469944e-05
Hashmap,100,MISS,2.7999980375170708e-05
Hashmap,100,MISS,2.759997732937336e-05
Hashmap,100,MISS,2.7999980375170708e-05
Hashmap,100,MISS,2.7799978852272034e-05
Hashmap,100,MISS,2.759997732937336e-05
Hashmap,100,MISS,2.7299858629703522e-05
Hashmap,100,MISS,2.6999972760677338e-05
Hashmap,100,MISS,2.759997732937336e-05
Hashmap,100,MISS,2.750009298324585e-05
Hashmap,500,MISS,5.039991810917854e-05
Hashmap,500,MISS,2.7799978852272034e-05
Hashmap,500,MISS,2.7700094506144524e-05
Hashmap,500,MISS,6.0499878600239754e-05
Hashmap,500,MISS,3.100000321865082e-05
Hashmap,500,MISS,2.759997732937336e-05
Hashmap,500,MISS,2.759997732937336e-05
Hashmap,500,MISS,2.7300091460347176e-05
Hashmap,500,MISS,2.7900096029043198e-05
Hashmap,500,MISS,2.719997428357601e-05
Hashmap,1000,MISS,3.4800032153725624e-05
Hashmap,1000,MISS,2.8299866244196892e-05
Hashmap,1000,MISS,2.7900096029043198e-05
Hashmap,1000,MISS,2.7999980375170708e-05
Hashmap,1000,MISS,2.7799978852272034e-05
Hashmap,1000,MISS,2.7299858629703522e-05
Hashmap,1000,MISS,2.750009298324585e-05
Hashmap,1000,MISS,2.759997732937336e-05
Hashmap,1000,MISS,2.7399975806474686e-05
Hashmap,1000,MISS,2.759997732937336e-05
Hashmap,5000,MISS,5.050003528594971e-05
Hashmap,5000,MISS,2.8399983420968056e-05
Hashmap,5000,MISS,2.8299866244196892e-05
Hashmap,5000,MISS,2.7700094506144524e-05
Hashmap,5000,MISS,2.759997732937336e-05
Hashmap,5000,MISS,2.7499860152602196e-05
Hashmap,5000,MISS,2.7900096029043198e-05
Hashmap,5000,MISS,2.750009298324585e-05
Hashmap,5000,MISS,2.7799978852272034e-05
Hashmap,5000,MISS,2.759997732937336e-05
Hashmap,10000,MISS,3.6400044336915016e-05
Hashmap,10000,MISS,2.750009298324585e-05
Hashmap,10000,MISS,2.7399975806474686e-05
Hashmap,10000,MISS,2.7999980375170708e-05
Hashmap,10000,MISS,2.7799978852272034e-05
Hashmap,10000,MISS,2.7700094506144524e-05
Hashmap,10000,MISS,2.759997732937336e-05
Hashmap,10000,MISS,2.759997732937336e-05
Hashmap,10000,MISS,2.7399975806474686e-05
Hashmap,10000,MISS,2.719997428357601e-05
Hashmap,50000,MISS,3.620004281401634e-05
Hashmap,50000,MISS,2.750009298324585e-05
Hashmap,50000,MISS,2.7799978852272034e-05
Hashmap,50000,MISS,2.7700094506144524e-05
Hashmap,50000,MISS,2.7899863198399544e-05
Hashmap,50000,MISS,2.7799978852272034e-05
Hashmap,50000,MISS,2.719997428357601e-05
Hashmap,50000,MISS,2.759997732937336e-05
Hashmap,50000,MISS,2.7300091460347176e-05
Hashmap,50000,MISS,2.740020863711834e-05
Hashmap,100000,MISS,3.5499921068549156e-05
Hashmap,100000,MISS,2.7999980375170708e-05
Hashmap,100000,MISS,2.7799978852272034e-05
Hashmap,100000,MISS,2.750009298324585e-05
Hashmap,100000,MISS,2.7999980375170708e-05
Hashmap,100000,MISS,2.7499860152602196e-05
Hashmap,100000,MISS,2.7799978852272034e-05
Hashmap,100000,MISS,2.7499860152602196e-05
Hashmap,100000,MISS,2.7399975806474686e-05
Hashmap,100000,MISS,2.7900096029043198e-05
Hashmap,500000,MISS,3.609992563724518e-05
Hashmap,500000,MISS,2.7799978852272034e-05
Hashmap,500000,MISS,2.7299858629703522e-05
Hashmap,500000,MISS,5.959998816251755e-05
Hashmap,500000,MISS,2.8999987989664078e-05
Hashmap,500000,MISS,2.7999980375170708e-05
Hashmap,500000,MISS,2.7600210160017014e-05
Hashmap,500000,MISS,2.7799978852272034e-05
Hashmap,500000,MISS,2.759997732937336e-05
Hashmap,500000,MISS,2.759997732937336e-05
Bloom,10,HIT,2.1499814465641975e-05
Bloom,10,HIT,1.800013706088066e-05
Bloom,10,HIT,1.750001683831215e-05
Bloom,10,HIT,1.800013706088066e-05
Bloom,10,HIT,1.7900019884109497e-05
Bloom,10,HIT,1.750001683831215e-05
Bloom,10,HIT,1.750001683831215e-05
Bloom,10,HIT,1.7600134015083313e-05
Bloom,10,HIT,1.7800135537981987e-05
Bloom,10,HIT,1.7700018361210823e-05
Bloom,50,HIT,2.410006709396839e-05
Bloom,50,HIT,5.229981616139412e-05
Bloom,50,HIT,1.850002445280552e-05
Bloom,50,HIT,1.7799902707338333e-05
Bloom,50,HIT,1.7700018361210823e-05
Bloom,50,HIT,1.8099788576364517e-05
Bloom,50,HIT,1.7799902707338333e-05
Bloom,50,HIT,1.750001683831215e-05
Bloom,50,HIT,1.750001683831215e-05
Bloom,50,HIT,1.7900019884109497e-05
