search_func,size,hit,times
Bloom,100,HIT,2.259993925690651e-05
Bloom,100,HIT,1.850002445280552e-05
Bloom,100,HIT,1.8700025975704193e-05
Bloom,100,HIT,1.800013706088066e-05
Bloom,100,HIT,1.8300022929906845e-05
Bloom,100,HIT,1.7999904230237007e-05
Bloom,100,HIT,1.8399907276034355e-05
Bloom,100,HIT,1.7900019884109497e-05
Bloom,100,HIT,1.810002140700817e-05
Bloom,100,HIT,1.7999904230237007e-05
Bloom,500,HIT,2.4300068616867065e-05
Bloom,500,HIT,1.819990575313568e-05
Bloom,500,HIT,1.7900019884109497e-05
Bloom,500,HIT,1.7799902707338333e-05
Bloom,500,HIT,1.8300022929906845e-05
Bloom,500,HIT,1.7899787053465843e-05
Bloom,500,HIT,1.7799902707338333e-05
Bloom,500,HIT,1.7999904230237007e-05
Bloom,500,HIT,1.7900019884109497e-05
Bloom,500,HIT,1.7799902707338333e-05
Bloom,1000,HIT,2.359994687139988e-05
Bloom,1000,HIT,1.840014010667801e-05
Bloom,1000,HIT,1.8399907276034355e-05
Bloom,1000,HIT,1.8300022929906845e-05
Bloom,1000,HIT,1.8499791622161865e-05
Bloom,1000,HIT,1.810002140700817e-05
Bloom,1000,HIT,1.8399907276034355e-05
Bloom,1000,HIT,1.8200138583779335e-05
Bloom,1000,HIT,1.810002140700817e-05
Bloom,1000,HIT,1.8300022929906845e-05
Bloom,5000,HIT,2.2500054910779e-05
Bloom,5000,HIT,1.819990575313568e-05
Bloom,5000,HIT,1.7700018361210823e-05
Bloom,5000,HIT,1.7600134015083313e-05
Bloom,5000,HIT,1.7999904230237007e-05
Bloom,5000,HIT,1.7800135537981987e-05
Bloom,5000,HIT,1.7999904230237007e-05
Bloom,5000,HIT,1.750001683831215e-05
Bloom,5000,HIT,1.7900019884109497e-05
Bloom,5000,HIT,1.800013706088066e-05
Bloom,10000,HIT,2.300017513334751e-05
Bloom,10000,HIT,1.8499791622161865e-05
Bloom,10000,HIT,1.8200138583779335e-05
Bloom,10000,HIT,1.8700025975704193e-05
Bloom,10000,HIT,1.8399907276034355e-05
Bloom,10000,HIT,1.869979314506054e-05
Bloom,10000,HIT,1.810002140700817e-05
Bloom,10000,HIT,1.8300022929906845e-05
Bloom,10000,HIT,1.8399907276034355e-05
Bloom,10000,HIT,1.800013706088066e-05
Bloom,50000,HIT,2.2700056433677673e-05
Bloom,50000,HIT,1.769978553056717e-05
Bloom,50000,HIT,1.71000137925148e-05
Bloom,50000,HIT,1.71000137925148e-05
Bloom,50000,HIT,1.7200130969285965e-05
Bloom,50000,HIT,1.750001683831215e-05
Bloom,50000,HIT,1.7300015315413475e-05
Bloom,50000,HIT,1.700012944638729e-05
Bloom,50000,HIT,1.6999896615743637e-05
Bloom,50000,HIT,1.7300015315413475e-05
Bloom,100000,HIT,2.41999514400959e-05
Bloom,100000,HIT,1.7900019884109497e-05
Bloom,100000,HIT,1.7799902707338333e-05
Bloom,100000,HIT,1.7700018361210823e-05
Bloom,100000,HIT,1.7800135537981987e-05
Bloom,100000,HIT,1.7799902707338333e-05
Bloom,100000,HIT,1.7700018361210823e-05
Bloom,100000,HIT,1.7700018361210823e-05
Bloom,100000,HIT,1.7600134015083313e-05
Bloom,100000,HIT,1.7799902707338333e-05
Bloom,500000,HIT,2.440018579363823e-05
Bloom,500000,HIT,1.850002445280552e-05
Bloom,500000,HIT,1.810002140700817e-05
Bloom,500000,HIT,1.800013706088066e-05
Bloom,500000,HIT,1.8700025975704193e-05
Bloom,500000,HIT,1.819990575313568e-05
Bloom,500000,HIT,1.819990575313568e-05
Bloom,500000,HIT,1.810002140700817e-05
Bloom,500000,HIT,1.7900019884109497e-05
Bloom,500000,HIT,1.810002140700817e-05
Bloom,10,MISS,1.9399914890527725e-05
Bloom,10,MISS,1.5200115740299225e-05
Bloom,10,MISS,1.5099998563528061e-05
Bloom,10,MISS,2.610008232295513e-05
Bloom,10,MISS,1.5099998563528061e-05
Bloom,10,MISS,1.5100231394171715e-05
Bloom,10,MISS,1.490022987127304e-05
Bloom,10,MISS,1.4700228348374367e-05
Bloom,10,MISS,1.4899997040629387e-05
Bloom,10,MISS,1.4800112694501877e-05
Bloom,50,MISS,2.119992859661579e-05
Bloom,50,MISS,1.550000160932541e-05
Bloom,50,MISS,1.4899997040629387e-05
Bloom,50,MISS,1.4899997040629387e-05
Bloom,50,MISS,1.5099998563528061e-05
Bloom,50,MISS,1.4899997040629387e-05
Bloom,50,MISS,1.4999881386756897e-05
Bloom,50,MISS,1.4799879863858223e-05
Bloom,50,MISS,1.4699995517730713e-05
Bloom,50,MISS,1.5199882909655571e-05
Bloom,100,MISS,1.9799917936325073e-05
Bloom,100,MISS,1.5300000086426735e-05
Bloom,100,MISS,1.4899997040629387e-05
Bloom,100,MISS,1.4700228348374367e-05
Bloom,100,MISS,1.5100231394171715e-05
Bloom,100,MISS,1.490022987127304e-05
Bloom,100,MISS,1.4899997040629387e-05
Bloom,100,MISS,1.4999881386756897e-05
Bloom,100,MISS,1.4800112694501877e-05
Bloom,100,MISS,1.5300000086426735e-05
Bloom,500,MISS,1.9799917936325073e-05
Bloom,500,MISS,1.5300000086426735e-05
Bloom,500,MISS,1.4999881386756897e-05
Bloom,500,MISS,2.2300053387880325e-05
Bloom,500,MISS,1.4599878340959549e-05
Bloom,500,MISS,1.4599878340959549e-05
Bloom,500,MISS,1.4600111171603203e-05
Bloom,500,MISS,1.4699995517730713e-05
Bloom,500,MISS,1.4899997040629387e-05
Bloom,500,MISS,1.4499993994832039e-05
Bloom,1000,MISS,2.0200153812766075e-05
Bloom,1000,MISS,1.5200115740299225e-05
Bloom,1000,MISS,1.550000160932541e-05
Bloom,1000,MISS,1.4800112694501877e-05
Bloom,1000,MISS,1.4799879863858223e-05
Bloom,1000,MISS,1.4800112694501877e-05
Bloom,1000,MISS,1.4899997040629387e-05
Bloom,1000,MISS,1.4899997040629387e-05
Bloom,1000,MISS,1.4999881386756897e-05
Bloom,1000,MISS,1.500011421740055e-05
Bloom,5000,MISS,1.9300030544400215e-05
Bloom,5000,MISS,1.4999881386756897e-05
Bloom,5000,MISS,1.4799879863858223e-05
Bloom,5000,MISS,1.4999881386756897e-05
Bloom,5000,MISS,1.4999881386756897e-05
Bloom,5000,MISS,1.4699995517730713e-05
Bloom,5000,MISS,1.4599878340959549e-05
Bloom,5000,MISS,1.4699995517730713e-05
Bloom,5000,MISS,1.4499993994832039e-05
Bloom,5000,MISS,1.4799879863858223e-05
Bloom,10000,MISS,1.950003206729889e-05
Bloom,10000,MISS,1.4999881386756897e-05
Bloom,10000,MISS,1.4799879863858223e-05
Bloom,10000,MISS,1.4899997040629387e-05
Bloom,10000,MISS,1.4999881386756897e-05
Bloom,10000,MISS,1.4799879863858223e-05
Bloom,10000,MISS,1.4699995517730713e-05
Bloom,10000,MISS,1.4799879863858223e-05
Bloom,10000,MISS,1.5199882909655571e-05
Bloom,10000,MISS,1.5300000086426735e-05
Bloom,50000,MISS,1.9700033590197563e-05
Bloom,50000,MISS,1.5700003132224083e-05
Bloom,50000,MISS,1.5200115740299225e-05
Bloom,50000,MISS,1.500011421740055e-05
Bloom,50000,MISS,1.5399884432554245e-05
Bloom,50000,MISS,1.5099998563528061e-05
Bloom,50000,MISS,1.500011421740055e-05
Bloom,50000,MISS,1.5200115740299225e-05
Bloom,50000,MISS,1.4899997040629387e-05
Bloom,50000,MISS,1.4999881386756897e-05
Bloom,100000,MISS,1.95999164134264e-05
Bloom,100000,MISS,1.500011421740055e-05
Bloom,100000,MISS,1.500011421740055e-05
Bloom,100000,MISS,1.4899997040629387e-05
Bloom,100000,MISS,1.4899997040629387e-05
Bloom,100000,MISS,1.4899997040629387e-05
Bloom,100000,MISS,1.4699995517730713e-05
Bloom,100000,MISS,1.4699995517730713e-05
Bloom,100000,MISS,1.500011421740055e-05
Bloom,100000,MISS,1.4799879863858223e-05
Bloom,500000,MISS,2.0700041204690933e-05
Bloom,500000,MISS,1.4899997040629387e-05
Bloom,500000,MISS,1.500011421740055e-05
Bloom,500000,MISS,1.4799879863858223e-05
Bloom,500000,MISS,1.4899997040629387e-05
Bloom,500000,MISS,1.4699995517730713e-05
Bloom,500000,MISS,1.4899997040629387e-05
Bloom,500000,MISS,1.4899997040629387e-05
Bloom,500000,MISS,1.4799879863858223e-05
Bloom,500000,MISS,5.079992115497589e-05
Cuckoo,10,HIT,0.0002158998977392912
Cuckoo,10,HIT,0.0001970999874174595
Cuckoo,10,HIT,0.00019560009241104126
Cuckoo,10,HIT,0.00019439985044300556
Cuckoo,10,HIT,0.000193099956959486
Cuckoo,10,HIT,0.000192900188267231
Cuckoo,10,HIT,0.00019420008175075054
Cuckoo,10,HIT,0.0001938000787049532
Cuckoo,10,HIT,0.00019260006956756115
Cuckoo,10,HIT,0.00019289995543658733
Cuckoo,50,HIT,0.00021929992362856865
Cuckoo,50,HIT,0.0002000001259148121
Cuckoo,50,HIT,0.00019749999046325684
Cuckoo,50,HIT,0.00019649998284876347
Cuckoo,50,HIT,0.0002000001259148121
Cuckoo,50,HIT,0.00027219997718930244
Cuckoo,50,HIT,0.0003809998743236065
Cuckoo,50,HIT,0.0002001998946070671
Cuckoo,50,HIT,0.00019619986414909363
Cuckoo,50,HIT,0.00020240014418959618
Cuckoo,100,HIT,0.0002451001200824976
Cuckoo,100,HIT,0.0002009000163525343
Cuckoo,100,HIT,0.00019609997980296612
Cuckoo,100,HIT,0.0003074998967349529
Cuckoo,100,HIT,0.000232999911531806
Cuckoo,100,HIT,0.00019679986871778965
Cuckoo,100,HIT,0.00019569997675716877
Cuckoo,100,HIT,0.00019560009241104126
Cuckoo,100,HIT,0.00019509997218847275
Cuckoo,100,HIT,0.0001938999630510807
Cuckoo,500,HIT,0.00021620001643896103
Cuckoo,500,HIT,0.00020210002548992634
Cuckoo,500,HIT,0.00019990000873804092
Cuckoo,500,HIT,0.0002147001214325428
Cuckoo,500,HIT,0.00026110000908374786
Cuckoo,500,HIT,0.00020330003462731838
Cuckoo,500,HIT,0.0002609000075608492
Cuckoo,500,HIT,0.00020199990831315517
Cuckoo,500,HIT,0.00023780018091201782
Cuckoo,500,HIT,0.00020459992811083794
Cuckoo,1000,HIT,0.00022430019453167915
Cuckoo,1000,HIT,0.00019919988699257374
Cuckoo,1000,HIT,0.00019720010459423065
Cuckoo,1000,HIT,0.00019780010916292667
Cuckoo,1000,HIT,0.00019880011677742004
Cuckoo,1000,HIT,0.00023740017786622047
Cuckoo,1000,HIT,0.0002669999375939369
Cuckoo,1000,HIT,0.000202300027012825
Cuckoo,1000,HIT,0.0001993000041693449
Cuckoo,1000,HIT,0.00020070001482963562
Cuckoo,5000,HIT,0.00022130017168819904
Cuckoo,5000,HIT,0.00019959989003837109
Cuckoo,5000,HIT,0.00019839988090097904
Cuckoo,5000,HIT,0.00019569997675716877
Cuckoo,5000,HIT,0.00019649998284876347
Cuckoo,5000,HIT,0.00019560009241104126
Cuckoo,5000,HIT,0.00019609997980296612
Cuckoo,5000,HIT,0.00019500008784234524
Cuckoo,5000,HIT,0.0001952000893652439
Cuckoo,5000,HIT,0.00019589997828006744
Cuckoo,10000,HIT,0.0002196000423282385
Cuckoo,10000,HIT,0.00020050001330673695
Cuckoo,10000,HIT,0.00019869999960064888
Cuckoo,10000,HIT,0.00025599985383450985
Cuckoo,10000,HIT,0.000202300027012825
Cuckoo,10000,HIT,0.00020210002548992634
Cuckoo,10000,HIT,0.00023780018091201782
Cuckoo,10000,HIT,0.00021909992210566998
Cuckoo,10000,HIT,0.00022609997540712357
Cuckoo,10000,HIT,0.00020440015941858292
Cuckoo,50000,HIT,0.00022050016559660435
Cuckoo,50000,HIT,0.00020120013505220413
Cuckoo,50000,HIT,0.000202300027012825
Cuckoo,50000,HIT,0.00019970000721514225
Cuckoo,50000,HIT,0.00019829999655485153
Cuckoo,50000,HIT,0.00024110008962452412
Cuckoo,50000,HIT,0.00025439984165132046
Cuckoo,50000,HIT,0.0002017999067902565
Cuckoo,50000,HIT,0.00019990000873804092
Cuckoo,50000,HIT,0.00019910000264644623
Cuckoo,100000,HIT,0.00021500000730156898
Cuckoo,100000,HIT,0.00019919988699257374
Cuckoo,100000,HIT,0.00019749999046325684
Cuckoo,100000,HIT,0.00019569997675716877
Cuckoo,100000,HIT,0.00019659986719489098
Cuckoo,100000,HIT,0.00019959989003837109
Cuckoo,100000,HIT,0.0001968001015484333
Cuckoo,100000,HIT,0.0001954999752342701
Cuckoo,100000,HIT,0.00019599986262619495
Cuckoo,100000,HIT,0.0001984001137316227
Cuckoo,500000,HIT,0.0002155001275241375
Cuckoo,500000,HIT,0.00019910000264644623
Cuckoo,500000,HIT,0.0002202000468969345
Cuckoo,500000,HIT,0.00019950000569224358
Cuckoo,500000,HIT,0.00019980012439191341
Cuckoo,500000,HIT,0.00019970000721514225
Cuckoo,500000,HIT,0.0002611998934298754
Cuckoo,500000,HIT,0.0002001000102609396
Cuckoo,500000,HIT,0.0001976999919861555
Cuckoo,500000,HIT,0.0002014001365751028
Cuckoo,10,MISS,0.00039730011485517025
Cuckoo,10,MISS,0.0002834999468177557
Cuckoo,10,MISS,0.0002674001734703779
Cuckoo,10,MISS,0.0004455999005585909
Cuckoo,10,MISS,0.00026640016585588455
Cuckoo,10,MISS,0.00026420014910399914
Cuckoo,10,MISS,0.0003410999197512865
Cuckoo,10,MISS,0.000264700036495924
Cuckoo,10,MISS,0.00026130001060664654
Cuckoo,10,MISS,0.0002647999208420515
Cuckoo,50,MISS,0.00031589996069669724
Cuckoo,50,MISS,0.00029339990578591824
Cuckoo,50,MISS,0.00027939979918301105
Cuckoo,50,MISS,0.00027609989047050476
Cuckoo,50,MISS,0.00027520000003278255
Cuckoo,50,MISS,0.00027830014005303383
Cuckoo,50,MISS,0.0002726998645812273
Cuckoo,50,MISS,0.0002758000046014786
Cuckoo,50,MISS,0.00028820009902119637
Cuckoo,50,MISS,0.00027600000612437725
Cuckoo,100,MISS,0.00031320005655288696
Cuckoo,100,MISS,0.0002758000046014786
Cuckoo,100,MISS,0.00027590012177824974
Cuckoo,100,MISS,0.00031889998354017735
Cuckoo,100,MISS,0.00040440005250275135
Cuckoo,100,MISS,0.00048179994337260723
Cuckoo,100,MISS,0.0006287000142037868
Cuckoo,100,MISS,0.0002686998341232538
Cuckoo,100,MISS,0.00039279996417462826
Cuckoo,100,MISS,0.00027769990265369415
Cuckoo,500,MISS,0.0002921998966485262
Cuckoo,500,MISS,0.0002758998889476061
Cuckoo,500,MISS,0.00030159996822476387
Cuckoo,500,MISS,0.0002764000091701746
Cuckoo,500,MISS,0.0002756998874247074
Cuckoo,500,MISS,0.0002937000244855881
Cuckoo,500,MISS,0.00028689997270703316
Cuckoo,500,MISS,0.0002779001370072365
Cuckoo,500,MISS,0.0002772000152617693
Cuckoo,500,MISS,0.00034820009022951126
Cuckoo,1000,MISS,0.00030239997431635857
Cuckoo,1000,MISS,0.00029760017059743404
Cuckoo,1000,MISS,0.000530199846252799
Cuckoo,1000,MISS,0.0003657999914139509
Cuckoo,1000,MISS,0.00028600008226931095
Cuckoo,1000,MISS,0.00034009991213679314
Cuckoo,1000,MISS,0.000282099936157465
Cuckoo,1000,MISS,0.00032570003531873226
Cuckoo,1000,MISS,0.0002818000502884388
Cuckoo,1000,MISS,0.0003233000170439482
Cuckoo,5000,MISS,0.0004227999597787857
Cuckoo,5000,MISS,0.00031589996069669724
Cuckoo,5000,MISS,0.000297000166028738
Cuckoo,5000,MISS,0.00027680001221597195
Cuckoo,5000,MISS,0.0002766998950392008
Cuckoo,5000,MISS,0.0002756000030785799
Cuckoo,5000,MISS,0.0004143998958170414
Cuckoo,5000,MISS,0.000274500111117959
Cuckoo,5000,MISS,0.00026919995434582233
Cuckoo,5000,MISS,0.00037679984234273434
Cuckoo,10000,MISS,0.000313800061121583
Cuckoo,10000,MISS,0.000286799855530262
Cuckoo,10000,MISS,0.0002826000563800335
Cuckoo,10000,MISS,0.0004964000545442104
Cuckoo,10000,MISS,0.0003955999854952097
Cuckoo,10000,MISS,0.0002858000807464123
Cuckoo,10000,MISS,0.0002815001644194126
Cuckoo,10000,MISS,0.0003556001465767622
Cuckoo,10000,MISS,0.00028249993920326233
Cuckoo,10000,MISS,0.0002810999285429716
Cuckoo,50000,MISS,0.00028849998489022255
Cuckoo,50000,MISS,0.0002709999680519104
Cuckoo,50000,MISS,0.0002677000593394041
Cuckoo,50000,MISS,0.0002693000715225935
Cuckoo,50000,MISS,0.00026810006238520145
Cuckoo,50000,MISS,0.00027059996500611305
Cuckoo,50000,MISS,0.0002669000532478094
Cuckoo,50000,MISS,0.00026730005629360676
Cuckoo,50000,MISS,0.0002677000593394041
Cuckoo,50000,MISS,0.0002699000760912895
Cuckoo,100000,MISS,0.0005068001337349415
Cuckoo,100000,MISS,0.0002866999711841345
Cuckoo,100000,MISS,0.00043269991874694824
Cuckoo,100000,MISS,0.0002880000974982977
Cuckoo,100000,MISS,0.00027740001678466797
Cuckoo,100000,MISS,0.0002812999300658703
Cuckoo,100000,MISS,0.00027820002287626266
Cuckoo,100000,MISS,0.00027529988437891006
Cuckoo,100000,MISS,0.0002778000198304653
Cuckoo,100000,MISS,0.0002770000137388706
Cuckoo,500000,MISS,0.0003007999621331692
Cuckoo,500000,MISS,0.00027769990265369415
Cuckoo,500000,MISS,0.0003011999651789665
Cuckoo,500000,MISS,0.0002778999041765928
Cuckoo,500000,MISS,0.00027680001221597195
Cuckoo,500000,MISS,0.00029349979013204575
Cuckoo,500000,MISS,0.00027730013243854046
Cuckoo,500000,MISS,0.00027590012177824974
Cuckoo,500000,MISS,0.0005384001415222883
Cuckoo,500000,MISS,0.00028140004724264145
